PredictionDate,TargetDate,Ticker,Decision,Open,Close,IntradayReturnPct,Correct
2026-07-15,2026-07-16,AMZN,Invest,255.12,249.89,-2.05,False
2026-07-15,2026-07-16,META,Not invest,677.27,664.54,-1.88,True
2026-07-15,2026-07-16,TSLA,Not invest,392.35,391.06,-0.33,True
2026-07-15,2026-07-16,JPM,Not invest,349.28,343.15,-1.76,True
2026-07-15,2026-07-16,AMD,Invest,509.33,500.94,-1.65,False
2026-07-15,2026-07-16,AVGO,Invest,384.54,374.45,-2.62,False
2026-07-15,2026-07-16,TSM,Not invest,405.29,409.74,1.10,False
2026-07-15,2026-07-16,WMT,Not invest,113.76,114.95,1.05,False
2026-07-15,2026-07-16,LLY,Invest,1162.27,1169.17,0.59,True
2026-07-15,2026-07-16,XOM,Not invest,145.28,145.95,0.46,False
2026-07-15,2026-07-16,CAT,Not invest,891.77,877.17,-1.64,True
2026-07-16,2026-07-17,AAPL,Invest,331.98,333.74,0.53,True
2026-07-16,2026-07-17,MSFT,Not invest,394.86,393.82,-0.26,True
2026-07-16,2026-07-17,NVDA,Invest,202.64,202.81,0.08,True
2026-07-16,2026-07-17,GOOGL,Invest,346.00,346.77,0.22,True
2026-07-16,2026-07-17,AMZN,Invest,244.46,247.23,1.13,True
2026-07-16,2026-07-17,META,Not invest,647.70,646.01,-0.26,True
2026-07-16,2026-07-17,TSLA,Not invest,381.78,380.84,-0.25,True
2026-07-16,2026-07-17,JPM,Not invest,339.03,341.10,0.61,False
2026-07-16,2026-07-17,AMD,Invest,476.88,495.76,3.96,True
2026-07-16,2026-07-17,AVGO,Invest,366.05,370.82,1.31,True
2026-07-16,2026-07-17,TSM,Not invest,392.12,398.37,1.59,False
2026-07-16,2026-07-17,WMT,Not invest,116.96,114.24,-2.33,True
2026-07-16,2026-07-17,LLY,Invest,1159.44,1179.11,1.70,True
2026-07-16,2026-07-17,XOM,Not invest,149.03,147.36,-1.12,True
2026-07-16,2026-07-17,CAT,Invest,841.73,880.28,4.58,True
2026-07-17,2026-07-20,MSFT,Not invest,391.41,402.29,2.78,False
2026-07-17,2026-07-20,NVDA,Not invest,205.87,203.28,-1.26,True
2026-07-17,2026-07-20,GOOGL,Not invest,350.88,351.99,0.32,False
2026-07-17,2026-07-20,AMZN,Invest,248.76,249.99,0.49,True
2026-07-17,2026-07-20,META,Not invest,646.70,645.85,-0.13,True
2026-07-17,2026-07-20,TSLA,Not invest,386.05,369.57,-4.27,True
2026-07-17,2026-07-20,JPM,Invest,341.80,338.87,-0.86,False
2026-07-17,2026-07-20,AVGO,Not invest,378.76,378.16,-0.16,True
2026-07-17,2026-07-20,TSM,Invest,407.70,402.30,-1.33,False
2026-07-17,2026-07-20,WMT,Not invest,113.96,112.20,-1.54,True
2026-07-17,2026-07-20,LLY,Invest,1179.65,1146.90,-2.78,False
2026-07-17,2026-07-20,XOM,Not invest,146.50,148.36,1.27,False
2026-07-17,2026-07-20,CAT,Not invest,890.00,864.30,-2.89,True
2026-07-20,2026-07-21,AAPL,Not invest,323.13,327.74,1.43,False
2026-07-20,2026-07-21,MSFT,Not invest,398.81,397.75,-0.26,True
2026-07-20,2026-07-21,NVDA,Not invest,207.54,207.29,-0.12,True
2026-07-20,2026-07-21,GOOGL,Not invest,351.32,347.15,-1.19,True
2026-07-20,2026-07-21,AMZN,Invest,249.10,247.55,-0.62,False
2026-07-20,2026-07-21,META,Not invest,654.18,643.81,-1.59,True
2026-07-20,2026-07-21,TSLA,Not invest,371.17,378.93,2.09,False
2026-07-20,2026-07-21,JPM,Invest,340.12,345.23,1.50,True
2026-07-20,2026-07-21,AMD,Not invest,526.00,544.43,3.50,False
2026-07-20,2026-07-21,AVGO,Not invest,390.21,386.50,-0.95,True
2026-07-20,2026-07-21,TSM,Invest,418.74,424.61,1.40,True
2026-07-20,2026-07-21,WMT,Not invest,111.51,110.39,-1.00,True
2026-07-20,2026-07-21,LLY,Invest,1143.00,1175.41,2.84,True
2026-07-20,2026-07-21,XOM,Not invest,149.01,151.71,1.81,False
2026-07-20,2026-07-21,CAT,Not invest,887.49,889.97,0.28,False
2026-07-21,2026-07-22,AAPL,Not invest,327.87,325.89,-0.60,True
2026-07-21,2026-07-22,MSFT,Not invest,399.58,390.34,-2.31,True
2026-07-21,2026-07-22,NVDA,Not invest,205.81,212.06,3.04,False
2026-07-21,2026-07-22,GOOGL,Not invest,348.15,342.09,-1.74,True
2026-07-21,2026-07-22,AMZN,Invest,248.26,244.85,-1.38,False
2026-07-21,2026-07-22,META,Not invest,647.70,627.17,-3.17,True
2026-07-21,2026-07-22,TSLA,Not invest,375.53,374.01,-0.40,True
2026-07-21,2026-07-22,JPM,Invest,345.07,348.21,0.91,True
2026-07-21,2026-07-22,AMD,Not invest,526.88,552.33,4.83,False
2026-07-21,2026-07-22,AVGO,Not invest,380.20,396.81,4.37,False
2026-07-21,2026-07-22,TSM,Invest,414.90,421.21,1.52,True
2026-07-21,2026-07-22,WMT,Not invest,109.53,109.33,-0.18,True
2026-07-21,2026-07-22,LLY,Invest,1173.90,1163.01,-0.93,False
2026-07-21,2026-07-22,XOM,Not invest,153.86,154.45,0.38,False
2026-07-21,2026-07-22,CAT,Not invest,877.29,889.31,1.37,False
2026-07-22,2026-07-23,AAPL,Not invest,321.73,321.66,-0.02,True
2026-07-22,2026-07-23,MSFT,Not invest,389.96,381.58,-2.15,True
2026-07-22,2026-07-23,NVDA,Not invest,209.46,208.76,-0.33,True
2026-07-22,2026-07-23,GOOGL,Not invest,321.13,317.69,-1.07,True
2026-07-22,2026-07-23,AMZN,Invest,236.26,233.66,-1.10,False
2026-07-22,2026-07-23,META,Not invest,608.41,606.10,-0.38,True
2026-07-22,2026-07-23,TSLA,Not invest,341.00,319.69,-6.25,True
2026-07-22,2026-07-23,JPM,Invest,346.58,349.90,0.96,True
2026-07-22,2026-07-23,AMD,Not invest,544.74,539.69,-0.93,True
2026-07-22,2026-07-23,AVGO,Not invest,392.19,392.47,0.07,False
2026-07-22,2026-07-23,TSM,Invest,415.84,415.58,-0.06,False
2026-07-22,2026-07-23,WMT,Not invest,107.50,108.40,0.83,False
2026-07-22,2026-07-23,LLY,Invest,1146.62,1185.87,3.42,True
2026-07-22,2026-07-23,XOM,Not invest,156.60,156.89,0.19,False
2026-07-22,2026-07-23,CAT,Not invest,886.56,894.54,0.90,False
2026-07-23,2026-07-24,AAPL,Not invest,321.79,333.02,3.49,False
2026-07-23,2026-07-24,MSFT,Not invest,387.05,381.70,-1.38,True
2026-07-23,2026-07-24,NVDA,Not invest,207.45,206.84,-0.29,True
2026-07-23,2026-07-24,GOOGL,Not invest,318.42,319.74,0.41,False
2026-07-23,2026-07-24,AMZN,Invest,234.38,232.11,-0.97,False
2026-07-23,2026-07-24,META,Not invest,605.30,595.19,-1.67,True
2026-07-23,2026-07-24,TSLA,Not invest,320.72,313.03,-2.40,True
2026-07-23,2026-07-24,JPM,Invest,350.64,353.21,0.73,True
2026-07-23,2026-07-24,AMD,Not invest,546.92,521.95,-4.57,True
2026-07-23,2026-07-24,AVGO,Not invest,387.68,381.92,-1.49,True
2026-07-23,2026-07-24,TSM,Invest,411.35,403.41,-1.93,False
2026-07-23,2026-07-24,WMT,Not invest,108.12,109.47,1.25,False
2026-07-23,2026-07-24,LLY,Invest,1194.35,1196.03,0.14,True
2026-07-23,2026-07-24,XOM,Not invest,156.99,156.94,-0.03,True
2026-07-23,2026-07-24,CAT,Not invest,895.00,888.73,-0.70,True
2026-07-24,2026-07-27,AAPL,Not invest,334.54,336.91,0.71,False
2026-07-24,2026-07-27,MSFT,Not invest,390.08,389.10,-0.25,True
2026-07-24,2026-07-27,NVDA,Not invest,208.20,196.51,-5.61,True
2026-07-24,2026-07-27,GOOGL,Not invest,325.04,326.56,0.47,False
2026-07-24,2026-07-27,AMZN,Invest,235.66,231.39,-1.81,False
2026-07-24,2026-07-27,META,Not invest,607.22,593.87,-2.20,True
2026-07-24,2026-07-27,TSLA,Not invest,313.24,309.22,-1.28,True
2026-07-24,2026-07-27,JPM,Invest,357.89,356.20,-0.47,False
2026-07-24,2026-07-27,AMD,Not invest,527.50,494.95,-6.17,True
2026-07-24,2026-07-27,AVGO,Not invest,389.81,383.22,-1.69,True
2026-07-24,2026-07-27,TSM,Invest,406.07,399.09,-1.72,False
2026-07-24,2026-07-27,WMT,Not invest,109.92,111.74,1.66,False
2026-07-24,2026-07-27,LLY,Invest,1201.00,1197.53,-0.29,False
2026-07-24,2026-07-27,XOM,Not invest,153.07,154.77,1.11,False
2026-07-24,2026-07-27,CAT,Not invest,887.50,873.28,-1.60,True
2026-07-28,2026-07-29,AAPL,Not invest,339.73,338.19,-0.45,True
2026-07-28,2026-07-29,MSFT,Invest,393.40,390.54,-0.73,False
2026-07-28,2026-07-29,NVDA,Not invest,195.84,190.01,-2.98,True
2026-07-28,2026-07-29,GOOGL,Not invest,334.67,336.71,0.61,False
2026-07-28,2026-07-29,AMZN,Invest,229.31,226.65,-1.16,False
2026-07-28,2026-07-29,META,Not invest,593.25,585.61,-1.29,True
2026-07-28,2026-07-29,TSLA,Not invest,307.14,298.32,-2.87,True
2026-07-28,2026-07-29,JPM,Not invest,356.50,344.71,-3.31,True
2026-07-28,2026-07-29,AMD,Not invest,452.68,429.56,-5.11,True
2026-07-28,2026-07-29,AVGO,Not invest,380.63,370.32,-2.71,True
2026-07-28,2026-07-29,TSM,Not invest,388.08,374.67,-3.46,True
2026-07-28,2026-07-29,WMT,Invest,113.23,114.22,0.87,True
2026-07-28,2026-07-29,LLY,Not invest,1215.18,1210.02,-0.42,True
2026-07-28,2026-07-29,XOM,Invest,157.72,156.75,-0.62,False
2026-07-28,2026-07-29,CAT,Not invest,810.23,782.71,-3.40,True
